transaction_id,user_id_from,user_id_to,date,value
43,532,2877,2013-01-14 00:25:45,2.0
43,532,20,2013-01-14 00:25:45,1.0
43,532,22247,2013-01-14 00:25:45,0.5
43,532,9,2013-01-14 00:25:45,2.0
43,532,941096,2013-01-14 00:25:45,1.0
43,532,30054,2013-01-14 00:25:45,0.1
43,532,3888,2013-01-14 00:25:45,0.1
43,532,7,2013-01-14 00:25:45,1.0
43,532,2658,2013-01-14 00:25:45,0.1
43,532,21225,2013-01-14 00:25:45,5.0
43,532,2659,2013-01-14 00:25:45,0.1
43,532,11,2013-01-14 00:25:45,1.0
43,532,11,2013-01-14 00:25:45,0.4
43,532,9305,2013-01-14 00:25:45,0.1
43,532,3318628,2013-01-14 00:25:45,18.32130001
43,532,5897,2013-01-14 00:25:45,0.2
43,532,9306,2013-01-14 00:25:45,0.1
43,532,4337,2013-01-14 00:25:45,0.3
43,532,964023,2013-01-14 00:25:45,0.1
43,532,1045107,2013-01-14 00:25:45,0.1
43,532,91,2013-01-14 00:25:45,0.1
44,3729793,452,2012-12-23 04:07:48,0.1
44,3729793,317238,2012-12-23 04:07:48,3.74308652
44,3729793,6789,2012-12-23 04:07:48,0.2
44,3729793,9,2012-12-23 04:07:48,2.0
44,3729793,1132408,2012-12-23 04:07:48,5.0
44,3729793,11,2012-12-23 04:07:48,1.0
44,3729793,3740,2012-12-23 04:07:48,0.7
44,3729793,11,2012-12-23 04:07:48,0.5
44,3729793,462,2012-12-23 04:07:48,0.5
45,259948,238,2013-01-25 19:46:22,0.2
45,259948,452,2013-01-25 19:46:22,0.1
45,259948,27,2013-01-25 19:46:22,2.7
45,259948,7002,2013-01-25 19:46:22,1.0
45,259948,798743,2013-01-25 19:46:22,1.5
45,259948,878760,2013-01-25 19:46:22,1.0
45,259948,1666,2013-01-25 19:46:22,0.1
45,259948,9,2013-01-25 19:46:22,2.0
45,259948,30550,2013-01-25 19:46:22,1.0
45,259948,30054,2013-01-25 19:46:22,0.1
45,259948,115451,2013-01-25 19:46:22,0.1
45,259948,11225,2013-01-25 19:46:22,0.1
45,259948,20694,2013-01-25 19:46:22,5.0
45,259948,532,2013-01-25 19:46:22,2.29521507
45,259948,845062,2013-01-25 19:46:22,0.1
45,259948,13870,2013-01-25 19:46:22,0.1
45,259948,1078368,2013-01-25 19:46:22,1.0
45,259948,462,2013-01-25 19:46:22,0.5
46,532,6999,2012-11-13 17:57:13,10.0
46,532,4104023,2012-11-13 17:57:13,0.5
46,532,824,2012-11-13 17:57:13,2.0
46,532,11,2012-11-13 17:57:13,0.1
46,532,3627,2012-11-13 17:57:13,0.1
46,532,3309,2012-11-13 17:57:13,5.0
46,532,4325,2012-11-13 17:57:13,1.0
46,532,876900,2012-11-13 17:57:13,1.0
46,532,9,2012-11-13 17:57:13,2.0
46,532,371385,2012-11-13 17:57:13,17.0495
46,532,11,2012-11-13 17:57:13,0.1
46,532,37,2012-11-13 17:57:13,0.1
46,532,168381,2012-11-13 17:57:13,0.1
46,532,11,2012-11-13 17:57:13,0.5
46,532,3627,2012-11-13 17:57:13,0.5
46,532,31559,2012-11-13 17:57:13,0.5
46,532,353726,2012-11-13 17:57:13,0.1
46,532,4558,2012-11-13 17:57:13,0.2
46,532,71408,2012-11-13 17:57:13,0.3
46,532,11,2012-11-13 17:57:13,1.0
46,532,461,2012-11-13 17:57:13,0.1
46,532,2130220,2012-11-13 17:57:13,0.1
46,532,4069,2012-11-13 17:57:13,7.5
46,532,3926500,2012-11-13 17:57:13,0.1
46,532,5315,2012-11-13 17:57:13,0.1
47,532,33491,2012-11-23 08:11:26,0.5
47,532,3627,2012-11-23 08:11:26,0.1
47,532,3201,2012-11-23 08:11:26,1.0
47,532,798742,2012-11-23 08:11:26,1.0
47,532,60188,2012-11-23 08:11:26,1.0
47,532,27,2012-11-23 08:11:26,0.1
47,532,9,2012-11-23 08:11:26,2.0
47,532,6710,2012-11-23 08:11:26,4.0
47,532,79269,2012-11-23 08:11:26,0.2
47,532,56060,2012-11-23 08:11:26,0.1
47,532,13555,2012-11-23 08:11:26,0.1
47,532,6062,2012-11-23 08:11:26,1.0
47,532,5560,2012-11-23 08:11:26,0.5
47,532,4068,2012-11-23 08:11:26,0.5
47,532,353726,2012-11-23 08:11:26,0.1
47,532,4086713,2012-11-23 08:11:26,28.4335
47,532,11,2012-11-23 08:11:26,0.1
47,532,98257,2012-11-23 08:11:26,1.0
47,532,4069,2012-11-23 08:11:26,7.0
47,532,37297,2012-11-23 08:11:26,1.0
47,532,5315,2012-11-23 08:11:26,0.1
47,532,13870,2012-11-23 08:11:26,0.1
47,532,2402,2012-11-23 08:11:26,0.1
48,375985,203400,2012-11-08 16:12:48,1.0
48,375985,11,2012-11-08 16:12:48,0.3
48,375985,4297,2012-11-08 16:12:48,0.2
48,375985,11,2012-11-08 16:12:48,0.1
48,375985,72154,2012-11-08 16:12:48,1.0
48,375985,3627,2012-11-08 16:12:48,0.1
48,375985,11,2012-11-08 16:12:48,2.0
48,375985,5031,2012-11-08 16:12:48,1.0
48,375985,814712,2012-11-08 16:12:48,1.0
48,375985,876900,2012-11-08 16:12:48,1.0
48,375985,5031,2012-11-08 16:12:48,5.0
48,375985,25945,2012-11-08 16:12:48,0.1
48,375985,25360,2012-11-08 16:12:48,2.0
48,375985,2970,2012-11-08 16:12:48,0.1
48,375985,22247,2012-11-08 16:12:48,0.5
48,375985,9,2012-11-08 16:12:48,2.0
48,375985,180,2012-11-08 16:12:48,0.1
48,375985,1060352,2012-11-08 16:12:48,10.0
48,375985,2660,2012-11-08 16:12:48,20.0
48,375985,36220,2012-11-08 16:12:48,2.0
48,375985,11,2012-11-08 16:12:48,3.0
48,375985,806922,2012-11-08 16:12:48,0.1
48,375985,3492280,2012-11-08 16:12:48,1.0
48,375985,353726,2012-11-08 16:12:48,0.1
48,375985,1160350,2012-11-08 16:12:48,0.1
48,375985,11,2012-11-08 16:12:48,0.2
48,375985,845059,2012-11-08 16:12:48,0.2
48,375985,1652,2012-11-08 16:12:48,3.0
48,375985,4069,2012-11-08 16:12:48,7.5
48,375985,3791497,2012-11-08 16:12:48,0.1
48,375985,5897,2012-11-08 16:12:48,5.0
48,375985,4250710,2012-11-08 16:12:48,8.48857807
48,375985,100640,2012-11-08 16:12:48,0.1
48,375985,1210,2012-11-08 16:12:48,3.0
48,375985,5315,2012-11-08 16:12:48,0.1
49,1931876,3240,2013-03-09 17:34:26,2.0
49,1931876,18350,2013-03-09 17:34:26,1.0
49,1931876,6061,2013-03-09 17:34:26,0.5
49,1931876,601,2013-03-09 17:34:26,1.0
49,1931876,453,2013-03-09 17:34:26,1.0
49,1931876,53495,2013-03-09 17:34:26,1.0
49,1931876,41027,2013-03-09 17:34:26,1.0
49,1931876,9,2013-03-09 17:34:26,2.0
49,1931876,5312,2013-03-09 17:34:26,0.2
49,1931876,3888,2013-03-09 17:34:26,0.1
